source	target	weight
tgn,7014629	tgn,7016129	23
tgn,7014629	tgn,7014729	10
tgn,7014629	tgn,7014664	57
tgn,7014629	tgn,7014631	2
tgn,7014629	tgn,7014629	422
tgn,7014620	tgn,7021610	13
tgn,7014620	tgn,7018995	27
tgn,7014620	tgn,7018023	38
tgn,7014620	tgn,7017751	2
tgn,7014620	tgn,7017750	26
tgn,7014620	tgn,7017708	132
tgn,7014620	tgn,7017649	30
tgn,7014620	tgn,7017544	3
tgn,7014620	tgn,7017498	21
tgn,7014620	tgn,7017496	12
tgn,7014620	tgn,7017444	13
tgn,7014620	tgn,7016154	106
tgn,7014620	tgn,7016129	39
tgn,7014620	tgn,7014729	68
tgn,7014620	tgn,7014664	27
tgn,7014620	tgn,7014631	14
tgn,7014620	tgn,7014629	8
tgn,7014620	tgn,7014620	172
tgn,7014538	tgn,7018995	18
tgn,7014538	tgn,7018023	21
tgn,7014538	tgn,7017751	7
tgn,7014538	tgn,7017750	54
tgn,7014538	tgn,7017708	318
tgn,7014538	tgn,7017649	22
tgn,7014538	tgn,7017544	2
tgn,7014538	tgn,7017498	43
tgn,7014538	tgn,7017496	11
tgn,7014538	tgn,7017444	29
tgn,7014538	tgn,7016154	119
tgn,7014538	tgn,7016129	62
tgn,7014538	tgn,7014729	68
tgn,7014538	tgn,7014664	28
tgn,7014538	tgn,7014631	19
tgn,7014538	tgn,7014629	12
tgn,7014538	tgn,7014620	180
tgn,7014538	tgn,7014538	374
tgn,7014487	tgn,7021610	102
tgn,7014487	tgn,7018995	78
tgn,7014487	tgn,7018023	123
tgn,7014487	tgn,7017751	17
tgn,7014487	tgn,7017750	114
tgn,7014487	tgn,7017708	85
tgn,7014487	tgn,7017649	155
tgn,7014487	tgn,7017544	13
tgn,7014487	tgn,7017498	284
tgn,7014487	tgn,7017496	110
tgn,7014487	tgn,7017444	222
tgn,7014487	tgn,7016154	71
tgn,7014487	tgn,7016129	16
tgn,7014487	tgn,7014729	13
tgn,7014487	tgn,7014664	23
tgn,7014487	tgn,7014631	237
tgn,7014487	tgn,7014629	8
tgn,7014487	tgn,7014620	31
tgn,7014487	tgn,7014538	24
tgn,7014487	tgn,7014487	875
tgn,7014456	tgn,7021610	10
tgn,7014456	tgn,7018995	25
tgn,7014456	tgn,7018023	60
tgn,7014456	tgn,7017751	8
tgn,7014456	tgn,7017750	24
tgn,7014456	tgn,7017708	6
tgn,7014456	tgn,7017649	11
tgn,7014456	tgn,7017544	9
tgn,7014456	tgn,7017498	5
tgn,7014456	tgn,7017496	16
tgn,7014456	tgn,7017444	12
tgn,7014456	tgn,7016154	47
tgn,7014456	tgn,7016129	8
tgn,7014456	tgn,7014729	4
tgn,7014456	tgn,7014664	10
tgn,7014456	tgn,7014631	12
tgn,7014456	tgn,7014629	3
tgn,7014456	tgn,7014620	8
tgn,7014456	tgn,7014538	3
tgn,7014456	tgn,7014487	16
tgn,7014456	tgn,7014456	92
tgn,7014444	tgn,7021610	61
tgn,7014444	tgn,7018995	305
tgn,7014444	tgn,7018023	270
tgn,7014444	tgn,7017751	8
tgn,7014444	tgn,7017750	228
tgn,7014444	tgn,7017708	150
tgn,7014444	tgn,7017649	100
tgn,7014444	tgn,7017544	28
tgn,7014444	tgn,7017498	27
tgn,7014444	tgn,7017496	118
tgn,7014444	tgn,7017444	104
tgn,7014444	tgn,7016154	232
tgn,7014444	tgn,7016129	51
tgn,7014444	tgn,7014729	14
tgn,7014444	tgn,7014664	51
tgn,7014444	tgn,7014631	46
tgn,7014444	tgn,7014629	18
tgn,7014444	tgn,7014620	65
tgn,7014444	tgn,7014538	48
tgn,7014444	tgn,7014487	79
tgn,7014444	tgn,7014456	69
tgn,7014444	tgn,7014444	468
tgn,7014406	tgn,7021610	122
tgn,7014406	tgn,7018995	196
tgn,7014406	tgn,7018023	425
tgn,7014406	tgn,7017751	21
tgn,7014406	tgn,7017750	180
tgn,7014406	tgn,7017708	312
tgn,7014406	tgn,7017649	91
tgn,7014406	tgn,7017544	59
tgn,7014406	tgn,7017498	42
tgn,7014406	tgn,7017496	131
tgn,7014406	tgn,7017444	117
tgn,7014406	tgn,7016154	447
tgn,7014406	tgn,7016129	79
tgn,7014406	tgn,7014729	36
tgn,7014406	tgn,7014664	94
tgn,7014406	tgn,7014631	147
tgn,7014406	tgn,7014629	45
tgn,7014406	tgn,7014620	144
tgn,7014406	tgn,7014538	87
tgn,7014406	tgn,7014487	196
tgn,7014406	tgn,7014456	65
tgn,7014406	tgn,7014444	295
tgn,7014406	tgn,7014406	824
tgn,7014404	tgn,7021610	12
tgn,7014404	tgn,7018995	25
tgn,7014404	tgn,7018023	223
tgn,7014404	tgn,7017751	38
tgn,7014404	tgn,7017750	117
tgn,7014404	tgn,7017708	302
tgn,7014404	tgn,7017649	67
tgn,7014404	tgn,7017544	10
tgn,7014404	tgn,7017498	146
tgn,7014404	tgn,7017496	182
tgn,7014404	tgn,7017444	227
tgn,7014404	tgn,7016154	168
tgn,7014404	tgn,7016129	49
tgn,7014404	tgn,7014729	348
tgn,7014404	tgn,7014664	193
tgn,7014404	tgn,7014631	177
tgn,7014404	tgn,7014629	133
tgn,7014404	tgn,7014620	59
tgn,7014404	tgn,7014538	403
tgn,7014404	tgn,7014487	184
tgn,7014404	tgn,7014456	12
tgn,7014404	tgn,7014444	122
tgn,7014404	tgn,7014406	210
tgn,7014404	tgn,7014404	2703
tgn,7014345	tgn,7021610	2
tgn,7014345	tgn,7018995	29
tgn,7014345	tgn,7018023	6
tgn,7014345	tgn,7017750	17
tgn,7014345	tgn,7017708	10
tgn,7014345	tgn,7017649	2
tgn,7014345	tgn,7017498	3
tgn,7014345	tgn,7017496	3
tgn,7014345	tgn,7017444	3
tgn,7014345	tgn,7016154	12
tgn,7014345	tgn,7016129	1
tgn,7014345	tgn,7014729	19
tgn,7014345	tgn,7014664	3
tgn,7014345	tgn,7014631	16
tgn,7014345	tgn,7014629	5
tgn,7014345	tgn,7014620	2
tgn,7014345	tgn,7014487	18
tgn,7014345	tgn,7014456	1
tgn,7014345	tgn,7014444	30
tgn,7014345	tgn,7014406	12
tgn,7014345	tgn,7014404	18
tgn,7014345	tgn,7014345	158
tgn,7014299	tgn,7021610	2
tgn,7014299	tgn,7018995	6
tgn,7014299	tgn,7018023	14
tgn,7014299	tgn,7017751	2
tgn,7014299	tgn,7017750	12
tgn,7014299	tgn,7017708	46
tgn,7014299	tgn,7017649	5
tgn,7014299	tgn,7017544	1
tgn,7014299	tgn,7017498	20
tgn,7014299	tgn,7017496	47
tgn,7014299	tgn,7017444	17
tgn,7014299	tgn,7016154	14
tgn,7014299	tgn,7016129	12
tgn,7014299	tgn,7014729	11
tgn,7014299	tgn,7014664	1
tgn,7014299	tgn,7014631	3
tgn,7014299	tgn,7014629	3
tgn,7014299	tgn,7014620	2
tgn,7014299	tgn,7014538	23
tgn,7014299	tgn,7014487	2
tgn,7014299	tgn,7014456	1
tgn,7014299	tgn,7014444	13
tgn,7014299	tgn,7014406	14
tgn,7014299	tgn,7014404	85
tgn,7014299	tgn,7014299	148
tgn,7014278	tgn,7021610	14
tgn,7014278	tgn,7018995	17
tgn,7014278	tgn,7018023	34
tgn,7014278	tgn,7017751	5
tgn,7014278	tgn,7017750	33
tgn,7014278	tgn,7017708	8
tgn,7014278	tgn,7017649	38
tgn,7014278	tgn,7017544	2
tgn,7014278	tgn,7017498	23
tgn,7014278	tgn,7017496	22
tgn,7014278	tgn,7017444	19
tgn,7014278	tgn,7016154	43
tgn,7014278	tgn,7016129	2
tgn,7014278	tgn,7014729	21
tgn,7014278	tgn,7014664	9
tgn,7014278	tgn,7014631	25
tgn,7014278	tgn,7014629	13
tgn,7014278	tgn,7014620	15
tgn,7014278	tgn,7014538	12
tgn,7014278	tgn,7014487	31
tgn,7014278	tgn,7014456	11
tgn,7014278	tgn,7014444	28
tgn,7014278	tgn,7014406	66
tgn,7014278	tgn,7014404	144
tgn,7014278	tgn,7014345	14
tgn,7014278	tgn,7014299	10
tgn,7014278	tgn,7014278	335
tgn,7014231	tgn,7021610	91
tgn,7014231	tgn,7018995	171
tgn,7014231	tgn,7018023	296
tgn,7014231	tgn,7017751	24
tgn,7014231	tgn,7017750	220
tgn,7014231	tgn,7017708	193
tgn,7014231	tgn,7017649	213
tgn,7014231	tgn,7017544	19
tgn,7014231	tgn,7017498	57
tgn,7014231	tgn,7017496	119
tgn,7014231	tgn,7017444	157
tgn,7014231	tgn,7016154	262
tgn,7014231	tgn,7016129	48
tgn,7014231	tgn,7014729	71
tgn,7014231	tgn,7014664	75
tgn,7014231	tgn,7014631	116
tgn,7014231	tgn,7014629	176
tgn,7014231	tgn,7014620	116
tgn,7014231	tgn,7014538	44
tgn,7014231	tgn,7014487	215
tgn,7014231	tgn,7014456	52
tgn,7014231	tgn,7014444	184
tgn,7014231	tgn,7014406	489
tgn,7014231	tgn,7014404	498
tgn,7014231	tgn,7014345	279
tgn,7014231	tgn,7014299	27
tgn,7014231	tgn,7014278	1162
tgn,7014231	tgn,7014231	2667
tgn,7014197	tgn,7021610	1
tgn,7014197	tgn,7018995	34
tgn,7014197	tgn,7018023	79
tgn,7014197	tgn,7017751	13
tgn,7014197	tgn,7017750	83
tgn,7014197	tgn,7017708	53
tgn,7014197	tgn,7017649	63
tgn,7014197	tgn,7017544	20
tgn,7014197	tgn,7017498	49
tgn,7014197	tgn,7017496	55
tgn,7014197	tgn,7017444	22
tgn,7014197	tgn,7016154	37
tgn,7014197	tgn,7016129	11
tgn,7014197	tgn,7014729	6
tgn,7014197	tgn,7014664	15
tgn,7014197	tgn,7014631	103
tgn,7014197	tgn,7014629	13
tgn,7014197	tgn,7014620	5
tgn,7014197	tgn,7014538	12
tgn,7014197	tgn,7014487	33
tgn,7014197	tgn,7014456	12
tgn,7014197	tgn,7014444	63
tgn,7014197	tgn,7014406	62
tgn,7014197	tgn,7014404	80
tgn,7014197	tgn,7014345	98
tgn,7014197	tgn,7014278	21
tgn,7014197	tgn,7014231	266
tgn,7014197	tgn,7014197	601
tgn,7014175	tgn,7021610	4
tgn,7014175	tgn,7018995	45
tgn,7014175	tgn,7018023	226
tgn,7014175	tgn,7017751	66
tgn,7014175	tgn,7017750	91
tgn,7014175	tgn,7017708	16
tgn,7014175	tgn,7017649	52
tgn,7014175	tgn,7017544	24
tgn,7014175	tgn,7017498	14
tgn,7014175	tgn,7017496	205
tgn,7014175	tgn,7017444	29
tgn,7014175	tgn,7016154	11
tgn,7014175	tgn,7016129	14
tgn,7014175	tgn,7014729	12
tgn,7014175	tgn,7014664	13
tgn,7014175	tgn,7014631	16
tgn,7014175	tgn,7014629	6
tgn,7014175	tgn,7014620	6
tgn,7014175	tgn,7014538	4
tgn,7014175	tgn,7014487	30
tgn,7014175	tgn,7014456	12
tgn,7014175	tgn,7014444	25
tgn,7014175	tgn,7014406	28
tgn,7014175	tgn,7014404	37
tgn,7014175	tgn,7014345	24
tgn,7014175	tgn,7014299	6
tgn,7014175	tgn,7014278	5
tgn,7014175	tgn,7014231	109
tgn,7014175	tgn,7014197	28
tgn,7014175	tgn,7014175	360
tgn,7014060	tgn,7018995	26
tgn,7014060	tgn,7018023	310
tgn,7014060	tgn,7017751	2
tgn,7014060	tgn,7017750	24
tgn,7014060	tgn,7017708	194
tgn,7014060	tgn,7017649	15
tgn,7014060	tgn,7017544	34
tgn,7014060	tgn,7017498	4
tgn,7014060	tgn,7017496	59
tgn,7014060	tgn,7017444	34
tgn,7014060	tgn,7016154	105
tgn,7014060	tgn,7016129	12
tgn,7014060	tgn,7014729	5
tgn,7014060	tgn,7014664	6
tgn,7014060	tgn,7014631	18
tgn,7014060	tgn,7014629	4
tgn,7014060	tgn,7014620	5
tgn,7014060	tgn,7014538	19
tgn,7014060	tgn,7014487	6
tgn,7014060	tgn,7014456	3
tgn,7014060	tgn,7014444	19
tgn,7014060	tgn,7014406	116
tgn,7014060	tgn,7014404	61
tgn,7014060	tgn,7014299	14
tgn,7014060	tgn,7014278	13
tgn,7014060	tgn,7014231	57
tgn,7014060	tgn,7014197	14
tgn,7014060	tgn,7014175	11
tgn,7014060	tgn,7014060	595
tgn,7013988	tgn,7021610	11
tgn,7013988	tgn,7018995	37
tgn,7013988	tgn,7018023	66
tgn,7013988	tgn,7017751	16
tgn,7013988	tgn,7017750	40
tgn,7013988	tgn,7017708	168
tgn,7013988	tgn,7017649	30
tgn,7013988	tgn,7017544	2
tgn,7013988	tgn,7017498	5
tgn,7013988	tgn,7017496	31
tgn,7013988	tgn,7017444	31
tgn,7013988	tgn,7016154	146
tgn,7013988	tgn,7016129	46
tgn,7013988	tgn,7014729	7
tgn,7013988	tgn,7014664	18
tgn,7013988	tgn,7014631	18
tgn,7013988	tgn,7014629	28
tgn,7013988	tgn,7014620	21
tgn,7013988	tgn,7014538	16
tgn,7013988	tgn,7014487	45
tgn,7013988	tgn,7014456	22
tgn,7013988	tgn,7014444	72
tgn,7013988	tgn,7014406	141
tgn,7013988	tgn,7014404	21
tgn,7013988	tgn,7014345	4
tgn,7013988	tgn,7014299	24
tgn,7013988	tgn,7014278	16
tgn,7013988	tgn,7014231	130
tgn,7013988	tgn,7014197	22
tgn,7013988	tgn,7014175	11
tgn,7013988	tgn,7014060	21
tgn,7013988	tgn,7013988	414
tgn,7013981	tgn,7021610	22
tgn,7013981	tgn,7018995	26
tgn,7013981	tgn,7018023	42
tgn,7013981	tgn,7017750	73
tgn,7013981	tgn,7017708	98
tgn,7013981	tgn,7017649	26
tgn,7013981	tgn,7017544	2
tgn,7013981	tgn,7017498	47
tgn,7013981	tgn,7017496	77
tgn,7013981	tgn,7017444	69
tgn,7013981	tgn,7016154	72
tgn,7013981	tgn,7016129	25
tgn,7013981	tgn,7014729	180
tgn,7013981	tgn,7014664	106
tgn,7013981	tgn,7014631	40
tgn,7013981	tgn,7014629	64
tgn,7013981	tgn,7014620	73
tgn,7013981	tgn,7014538	195
tgn,7013981	tgn,7014487	73
tgn,7013981	tgn,7014456	7
tgn,7013981	tgn,7014444	52
tgn,7013981	tgn,7014406	64
tgn,7013981	tgn,7014404	963
tgn,7013981	tgn,7014345	8
tgn,7013981	tgn,7014299	51
tgn,7013981	tgn,7014278	61
tgn,7013981	tgn,7014231	156
tgn,7013981	tgn,7014197	13
tgn,7013981	tgn,7014175	11
tgn,7013981	tgn,7014060	6
tgn,7013981	tgn,7013988	35
tgn,7013981	tgn,7013981	546
tgn,7013980	tgn,7021610	12
tgn,7013980	tgn,7018995	13
tgn,7013980	tgn,7018023	14
tgn,7013980	tgn,7017751	5
tgn,7013980	tgn,7017750	20
tgn,7013980	tgn,7017708	20
tgn,7013980	tgn,7017649	20
tgn,7013980	tgn,7017544	3
tgn,7013980	tgn,7017498	223
tgn,7013980	tgn,7017496	107
tgn,7013980	tgn,7017444	58
tgn,7013980	tgn,7016154	12
tgn,7013980	tgn,7016129	6
tgn,7013980	tgn,7014729	9
tgn,7013980	tgn,7014664	11
tgn,7013980	tgn,7014631	22
tgn,7013980	tgn,7014620	4
tgn,7013980	tgn,7014538	8
tgn,7013980	tgn,7014487	195
tgn,7013980	tgn,7014456	2
tgn,7013980	tgn,7014444	32
tgn,7013980	tgn,7014406	24
tgn,7013980	tgn,7014404	166
tgn,7013980	tgn,7014299	2
tgn,7013980	tgn,7014278	15
tgn,7013980	tgn,7014231	28
tgn,7013980	tgn,7014197	4
tgn,7013980	tgn,7014175	8
tgn,7013980	tgn,7014060	1
tgn,7013980	tgn,7013988	6
tgn,7013980	tgn,7013981	22
tgn,7013980	tgn,7013980	227
tgn,7013972	tgn,7021610	692
tgn,7013972	tgn,7018995	48
tgn,7013972	tgn,7018023	83
tgn,7013972	tgn,7017750	103
tgn,7013972	tgn,7017708	38
tgn,7013972	tgn,7017649	39
tgn,7013972	tgn,7017544	2
tgn,7013972	tgn,7017498	46
tgn,7013972	tgn,7017496	30
tgn,7013972	tgn,7017444	383
tgn,7013972	tgn,7016154	58
tgn,7013972	tgn,7016129	13
tgn,7013972	tgn,7014729	4
tgn,7013972	tgn,7014664	21
tgn,7013972	tgn,7014631	40
tgn,7013972	tgn,7014629	5
tgn,7013972	tgn,7014620	21
tgn,7013972	tgn,7014538	6
tgn,7013972	tgn,7014487	148
tgn,7013972	tgn,7014456	9
tgn,7013972	tgn,7014444	56
tgn,7013972	tgn,7014406	115
tgn,7013972	tgn,7014404	35
tgn,7013972	tgn,7014345	8
tgn,7013972	tgn,7014299	1
tgn,7013972	tgn,7014278	18
tgn,7013972	tgn,7014231	106
tgn,7013972	tgn,7014197	4
tgn,7013972	tgn,7014175	17
tgn,7013972	tgn,7014060	2
tgn,7013972	tgn,7013988	11
tgn,7013972	tgn,7013981	36
tgn,7013972	tgn,7013980	28
tgn,7013972	tgn,7013972	500
tgn,7013964	tgn,7021610	184
tgn,7013964	tgn,7018995	556
tgn,7013964	tgn,7018023	1923
tgn,7013964	tgn,7017751	170
tgn,7013964	tgn,7017750	1106
tgn,7013964	tgn,7017708	1552
tgn,7013964	tgn,7017649	930
tgn,7013964	tgn,7017544	153
tgn,7013964	tgn,7017498	843
tgn,7013964	tgn,7017496	910
tgn,7013964	tgn,7017444	1048
tgn,7013964	tgn,7016154	1325
tgn,7013964	tgn,7016129	579
tgn,7013964	tgn,7014729	903
tgn,7013964	tgn,7014664	1899
tgn,7013964	tgn,7014631	716
tgn,7013964	tgn,7014629	984
tgn,7013964	tgn,7014620	728
tgn,7013964	tgn,7014538	1109
tgn,7013964	tgn,7014487	813
tgn,7013964	tgn,7014456	229
tgn,7013964	tgn,7014444	814
tgn,7013964	tgn,7014406	2076
tgn,7013964	tgn,7014404	5613
tgn,7013964	tgn,7014345	179
tgn,7013964	tgn,7014299	375
tgn,7013964	tgn,7014278	568
tgn,7013964	tgn,7014231	3912
tgn,7013964	tgn,7014197	630
tgn,7013964	tgn,7014175	315
tgn,7013964	tgn,7014060	460
tgn,7013964	tgn,7013988	745
tgn,7013964	tgn,7013981	1805
tgn,7013964	tgn,7013980	252
tgn,7013964	tgn,7013972	346
tgn,7013964	tgn,7013964	22202
tgn,7013962	tgn,7021610	798
tgn,7013962	tgn,7018995	983
tgn,7013962	tgn,7018023	1796
tgn,7013962	tgn,7017751	177
tgn,7013962	tgn,7017750	830
tgn,7013962	tgn,7017708	1232
tgn,7013962	tgn,7017649	489
tgn,7013962	tgn,7017544	185
tgn,7013962	tgn,7017498	317
tgn,7013962	tgn,7017496	778
tgn,7013962	tgn,7017444	706
tgn,7013962	tgn,7016154	2245
tgn,7013962	tgn,7016129	405
tgn,7013962	tgn,7014729	141
tgn,7013962	tgn,7014664	629
tgn,7013962	tgn,7014631	537
tgn,7013962	tgn,7014629	259
tgn,7013962	tgn,7014620	471
tgn,7013962	tgn,7014538	291
tgn,7013962	tgn,7014487	745
tgn,7013962	tgn,7014456	387
tgn,7013962	tgn,7014444	1498
tgn,7013962	tgn,7014406	3326
tgn,7013962	tgn,7014404	1246
tgn,7013962	tgn,7014345	127
tgn,7013962	tgn,7014299	126
tgn,7013962	tgn,7014278	344
tgn,7013962	tgn,7014231	2177
tgn,7013962	tgn,7014197	556
tgn,7013962	tgn,7014175	346
tgn,7013962	tgn,7014060	513
tgn,7013962	tgn,7013988	1221
tgn,7013962	tgn,7013981	362
tgn,7013962	tgn,7013980	138
tgn,7013962	tgn,7013972	634
tgn,7013962	tgn,7013964	12024
tgn,7013962	tgn,7013962	11124
tgn,7013952	tgn,7021610	16
tgn,7013952	tgn,7018995	24
tgn,7013952	tgn,7018023	49
tgn,7013952	tgn,7017751	1
tgn,7013952	tgn,7017750	18
tgn,7013952	tgn,7017708	21
tgn,7013952	tgn,7017649	13
tgn,7013952	tgn,7017544	4
tgn,7013952	tgn,7017498	19
tgn,7013952	tgn,7017496	16
tgn,7013952	tgn,7017444	59
tgn,7013952	tgn,7016154	41
tgn,7013952	tgn,7016129	16
tgn,7013952	tgn,7014729	4
tgn,7013952	tgn,7014664	23
tgn,7013952	tgn,7014631	36
tgn,7013952	tgn,7014629	13
tgn,7013952	tgn,7014620	13
tgn,7013952	tgn,7014538	11
tgn,7013952	tgn,7014487	58
tgn,7013952	tgn,7014456	13
tgn,7013952	tgn,7014444	26
tgn,7013952	tgn,7014406	62
tgn,7013952	tgn,7014404	59
tgn,7013952	tgn,7014345	13
tgn,7013952	tgn,7014299	8
tgn,7013952	tgn,7014278	13
tgn,7013952	tgn,7014231	77
tgn,7013952	tgn,7014197	9
tgn,7013952	tgn,7014175	4
tgn,7013952	tgn,7014060	17
tgn,7013952	tgn,7013988	27
tgn,7013952	tgn,7013981	13
tgn,7013952	tgn,7013980	12
tgn,7013952	tgn,7013972	25
tgn,7013952	tgn,7013964	370
tgn,7013952	tgn,7013962	317
tgn,7013952	tgn,7013952	47
tgn,7013949	tgn,7021610	14
tgn,7013949	tgn,7018995	7
tgn,7013949	tgn,7018023	14
tgn,7013949	tgn,7017750	18
tgn,7013949	tgn,7017708	2
tgn,7013949	tgn,7017649	13
tgn,7013949	tgn,7017498	38
tgn,7013949	tgn,7017496	5
tgn,7013949	tgn,7017444	25
tgn,7013949	tgn,7016154	9
tgn,7013949	tgn,7016129	2
tgn,7013949	tgn,7014729	12
tgn,7013949	tgn,7014664	3
tgn,7013949	tgn,7014631	68
tgn,7013949	tgn,7014629	3
tgn,7013949	tgn,7014620	10
tgn,7013949	tgn,7014538	5
tgn,7013949	tgn,7014487	31
tgn,7013949	tgn,7014456	3
tgn,7013949	tgn,7014444	12
tgn,7013949	tgn,7014406	26
tgn,7013949	tgn,7014404	41
tgn,7013949	tgn,7014345	20
tgn,7013949	tgn,7014299	3
tgn,7013949	tgn,7014278	23
tgn,7013949	tgn,7014231	70
tgn,7013949	tgn,7014197	100
tgn,7013949	tgn,7014175	1
tgn,7013949	tgn,7014060	2
tgn,7013949	tgn,7013981	17
tgn,7013949	tgn,7013980	13
tgn,7013949	tgn,7013972	16
tgn,7013949	tgn,7013964	278
tgn,7013949	tgn,7013962	91
tgn,7013949	tgn,7013952	11
tgn,7013949	tgn,7013949	142
tgn,7013943	tgn,7021610	9
tgn,7013943	tgn,7018995	98
tgn,7013943	tgn,7018023	340
tgn,7013943	tgn,7017751	37
tgn,7013943	tgn,7017750	121
tgn,7013943	tgn,7017708	298
tgn,7013943	tgn,7017649	102
tgn,7013943	tgn,7017544	44
tgn,7013943	tgn,7017498	64
tgn,7013943	tgn,7017496	100
tgn,7013943	tgn,7017444	70
tgn,7013943	tgn,7016154	148
tgn,7013943	tgn,7016129	236
tgn,7013943	tgn,7014729	63
tgn,7013943	tgn,7014664	123
