source	target	weight
tgn,7014629	tgn,7016129	23
tgn,7014629	tgn,7014729	10
tgn,7014629	tgn,7014664	57
tgn,7014629	tgn,7014631	3
tgn,7014629	tgn,7014629	423
tgn,7014620	tgn,7021610	13
tgn,7014620	tgn,7018995	30
tgn,7014620	tgn,7018023	38
tgn,7014620	tgn,7017751	2
tgn,7014620	tgn,7017750	26
tgn,7014620	tgn,7017708	132
tgn,7014620	tgn,7017649	30
tgn,7014620	tgn,7017544	3
tgn,7014620	tgn,7017498	21
tgn,7014620	tgn,7017496	12
tgn,7014620	tgn,7017444	14
tgn,7014620	tgn,7016154	106
tgn,7014620	tgn,7016129	39
tgn,7014620	tgn,7014729	68
tgn,7014620	tgn,7014664	27
tgn,7014620	tgn,7014631	20
tgn,7014620	tgn,7014629	8
tgn,7014620	tgn,7014620	172
tgn,7014538	tgn,7018995	18
tgn,7014538	tgn,7018023	23
tgn,7014538	tgn,7017751	9
tgn,7014538	tgn,7017750	54
tgn,7014538	tgn,7017708	332
tgn,7014538	tgn,7017649	22
tgn,7014538	tgn,7017544	2
tgn,7014538	tgn,7017498	51
tgn,7014538	tgn,7017496	13
tgn,7014538	tgn,7017444	31
tgn,7014538	tgn,7016154	120
tgn,7014538	tgn,7016129	62
tgn,7014538	tgn,7014729	72
tgn,7014538	tgn,7014664	33
tgn,7014538	tgn,7014631	39
tgn,7014538	tgn,7014629	13
tgn,7014538	tgn,7014620	181
tgn,7014538	tgn,7014538	492
tgn,7014487	tgn,7021610	102
tgn,7014487	tgn,7018995	101
tgn,7014487	tgn,7018023	134
tgn,7014487	tgn,7017751	18
tgn,7014487	tgn,7017750	143
tgn,7014487	tgn,7017708	91
tgn,7014487	tgn,7017649	163
tgn,7014487	tgn,7017544	15
tgn,7014487	tgn,7017498	380
tgn,7014487	tgn,7017496	161
tgn,7014487	tgn,7017444	290
tgn,7014487	tgn,7016154	71
tgn,7014487	tgn,7016129	16
tgn,7014487	tgn,7014729	23
tgn,7014487	tgn,7014664	41
tgn,7014487	tgn,7014631	503
tgn,7014487	tgn,7014629	8
tgn,7014487	tgn,7014620	36
tgn,7014487	tgn,7014538	36
tgn,7014487	tgn,7014487	1462
tgn,7014456	tgn,7021610	10
tgn,7014456	tgn,7018995	25
tgn,7014456	tgn,7018023	60
tgn,7014456	tgn,7017751	8
tgn,7014456	tgn,7017750	24
tgn,7014456	tgn,7017708	7
tgn,7014456	tgn,7017649	11
tgn,7014456	tgn,7017544	10
tgn,7014456	tgn,7017498	5
tgn,7014456	tgn,7017496	16
tgn,7014456	tgn,7017444	14
tgn,7014456	tgn,7016154	47
tgn,7014456	tgn,7016129	8
tgn,7014456	tgn,7014729	4
tgn,7014456	tgn,7014664	10
tgn,7014456	tgn,7014631	18
tgn,7014456	tgn,7014629	3
tgn,7014456	tgn,7014620	9
tgn,7014456	tgn,7014538	4
tgn,7014456	tgn,7014487	22
tgn,7014456	tgn,7014456	93
tgn,7014444	tgn,7021610	61
tgn,7014444	tgn,7018995	311
tgn,7014444	tgn,7018023	271
tgn,7014444	tgn,7017751	8
tgn,7014444	tgn,7017750	233
tgn,7014444	tgn,7017708	150
tgn,7014444	tgn,7017649	101
tgn,7014444	tgn,7017544	28
tgn,7014444	tgn,7017498	28
tgn,7014444	tgn,7017496	120
tgn,7014444	tgn,7017444	109
tgn,7014444	tgn,7016154	232
tgn,7014444	tgn,7016129	51
tgn,7014444	tgn,7014729	15
tgn,7014444	tgn,7014664	51
tgn,7014444	tgn,7014631	65
tgn,7014444	tgn,7014629	18
tgn,7014444	tgn,7014620	66
tgn,7014444	tgn,7014538	48
tgn,7014444	tgn,7014487	98
tgn,7014444	tgn,7014456	71
tgn,7014444	tgn,7014444	472
tgn,7014406	tgn,7021610	122
tgn,7014406	tgn,7018995	197
tgn,7014406	tgn,7018023	428
tgn,7014406	tgn,7017751	21
tgn,7014406	tgn,7017750	191
tgn,7014406	tgn,7017708	317
tgn,7014406	tgn,7017649	91
tgn,7014406	tgn,7017544	59
tgn,7014406	tgn,7017498	43
tgn,7014406	tgn,7017496	134
tgn,7014406	tgn,7017444	131
tgn,7014406	tgn,7016154	448
tgn,7014406	tgn,7016129	80
tgn,7014406	tgn,7014729	36
tgn,7014406	tgn,7014664	97
tgn,7014406	tgn,7014631	198
tgn,7014406	tgn,7014629	45
tgn,7014406	tgn,7014620	144
tgn,7014406	tgn,7014538	89
tgn,7014406	tgn,7014487	240
tgn,7014406	tgn,7014456	65
tgn,7014406	tgn,7014444	298
tgn,7014406	tgn,7014406	844
tgn,7014404	tgn,7021610	12
tgn,7014404	tgn,7018995	31
tgn,7014404	tgn,7018023	235
tgn,7014404	tgn,7017751	45
tgn,7014404	tgn,7017750	132
tgn,7014404	tgn,7017708	316
tgn,7014404	tgn,7017649	71
tgn,7014404	tgn,7017544	10
tgn,7014404	tgn,7017498	197
tgn,7014404	tgn,7017496	197
tgn,7014404	tgn,7017444	268
tgn,7014404	tgn,7016154	171
tgn,7014404	tgn,7016129	50
tgn,7014404	tgn,7014729	419
tgn,7014404	tgn,7014664	200
tgn,7014404	tgn,7014631	322
tgn,7014404	tgn,7014629	137
tgn,7014404	tgn,7014620	59
tgn,7014404	tgn,7014538	428
tgn,7014404	tgn,7014487	251
tgn,7014404	tgn,7014456	14
tgn,7014404	tgn,7014444	129
tgn,7014404	tgn,7014406	235
tgn,7014404	tgn,7014404	2841
tgn,7014345	tgn,7021610	2
tgn,7014345	tgn,7018995	29
tgn,7014345	tgn,7018023	6
tgn,7014345	tgn,7017750	17
tgn,7014345	tgn,7017708	10
tgn,7014345	tgn,7017649	2
tgn,7014345	tgn,7017498	3
tgn,7014345	tgn,7017496	3
tgn,7014345	tgn,7017444	3
tgn,7014345	tgn,7016154	12
tgn,7014345	tgn,7016129	1
tgn,7014345	tgn,7014729	19
tgn,7014345	tgn,7014664	3
tgn,7014345	tgn,7014631	24
tgn,7014345	tgn,7014629	5
tgn,7014345	tgn,7014620	2
tgn,7014345	tgn,7014487	19
tgn,7014345	tgn,7014456	1
tgn,7014345	tgn,7014444	30
tgn,7014345	tgn,7014406	12
tgn,7014345	tgn,7014404	18
tgn,7014345	tgn,7014345	158
tgn,7014299	tgn,7021610	2
tgn,7014299	tgn,7018995	6
tgn,7014299	tgn,7018023	14
tgn,7014299	tgn,7017751	2
tgn,7014299	tgn,7017750	13
tgn,7014299	tgn,7017708	46
tgn,7014299	tgn,7017649	5
tgn,7014299	tgn,7017544	1
tgn,7014299	tgn,7017498	22
tgn,7014299	tgn,7017496	47
tgn,7014299	tgn,7017444	17
tgn,7014299	tgn,7016154	14
tgn,7014299	tgn,7016129	12
tgn,7014299	tgn,7014729	11
tgn,7014299	tgn,7014664	1
tgn,7014299	tgn,7014631	3
tgn,7014299	tgn,7014629	6
tgn,7014299	tgn,7014620	2
tgn,7014299	tgn,7014538	23
tgn,7014299	tgn,7014487	2
tgn,7014299	tgn,7014456	1
tgn,7014299	tgn,7014444	13
tgn,7014299	tgn,7014406	15
tgn,7014299	tgn,7014404	87
tgn,7014299	tgn,7014299	154
tgn,7014278	tgn,7021610	14
tgn,7014278	tgn,7018995	17
tgn,7014278	tgn,7018023	34
tgn,7014278	tgn,7017751	5
tgn,7014278	tgn,7017750	33
tgn,7014278	tgn,7017708	8
tgn,7014278	tgn,7017649	38
tgn,7014278	tgn,7017544	2
tgn,7014278	tgn,7017498	23
tgn,7014278	tgn,7017496	22
tgn,7014278	tgn,7017444	20
tgn,7014278	tgn,7016154	43
tgn,7014278	tgn,7016129	2
tgn,7014278	tgn,7014729	23
tgn,7014278	tgn,7014664	9
tgn,7014278	tgn,7014631	25
tgn,7014278	tgn,7014629	13
tgn,7014278	tgn,7014620	15
tgn,7014278	tgn,7014538	12
tgn,7014278	tgn,7014487	33
tgn,7014278	tgn,7014456	11
tgn,7014278	tgn,7014444	28
tgn,7014278	tgn,7014406	66
tgn,7014278	tgn,7014404	145
tgn,7014278	tgn,7014345	14
tgn,7014278	tgn,7014299	10
tgn,7014278	tgn,7014278	336
tgn,7014231	tgn,7021610	91
tgn,7014231	tgn,7018995	177
tgn,7014231	tgn,7018023	296
tgn,7014231	tgn,7017751	24
tgn,7014231	tgn,7017750	220
tgn,7014231	tgn,7017708	193
tgn,7014231	tgn,7017649	214
tgn,7014231	tgn,7017544	19
tgn,7014231	tgn,7017498	68
tgn,7014231	tgn,7017496	119
tgn,7014231	tgn,7017444	160
tgn,7014231	tgn,7016154	262
tgn,7014231	tgn,7016129	49
tgn,7014231	tgn,7014729	76
tgn,7014231	tgn,7014664	75
tgn,7014231	tgn,7014631	134
tgn,7014231	tgn,7014629	185
tgn,7014231	tgn,7014620	119
tgn,7014231	tgn,7014538	49
tgn,7014231	tgn,7014487	230
tgn,7014231	tgn,7014456	63
tgn,7014231	tgn,7014444	191
tgn,7014231	tgn,7014406	491
tgn,7014231	tgn,7014404	520
tgn,7014231	tgn,7014345	279
tgn,7014231	tgn,7014299	30
tgn,7014231	tgn,7014278	1163
tgn,7014231	tgn,7014231	2696
tgn,7014197	tgn,7021610	1
tgn,7014197	tgn,7018995	36
tgn,7014197	tgn,7018023	81
tgn,7014197	tgn,7017751	13
tgn,7014197	tgn,7017750	88
tgn,7014197	tgn,7017708	54
tgn,7014197	tgn,7017649	63
tgn,7014197	tgn,7017544	20
tgn,7014197	tgn,7017498	74
tgn,7014197	tgn,7017496	56
tgn,7014197	tgn,7017444	30
tgn,7014197	tgn,7016154	37
tgn,7014197	tgn,7016129	12
tgn,7014197	tgn,7014729	14
tgn,7014197	tgn,7014664	16
tgn,7014197	tgn,7014631	173
tgn,7014197	tgn,7014629	16
tgn,7014197	tgn,7014620	6
tgn,7014197	tgn,7014538	13
tgn,7014197	tgn,7014487	42
tgn,7014197	tgn,7014456	13
tgn,7014197	tgn,7014444	66
tgn,7014197	tgn,7014406	68
tgn,7014197	tgn,7014404	117
tgn,7014197	tgn,7014345	99
tgn,7014197	tgn,7014278	21
tgn,7014197	tgn,7014231	267
tgn,7014197	tgn,7014197	615
tgn,7014175	tgn,7021610	4
tgn,7014175	tgn,7018995	45
tgn,7014175	tgn,7018023	226
tgn,7014175	tgn,7017751	66
tgn,7014175	tgn,7017750	92
tgn,7014175	tgn,7017708	16
tgn,7014175	tgn,7017649	53
tgn,7014175	tgn,7017544	24
tgn,7014175	tgn,7017498	14
tgn,7014175	tgn,7017496	205
tgn,7014175	tgn,7017444	29
tgn,7014175	tgn,7016154	11
tgn,7014175	tgn,7016129	14
tgn,7014175	tgn,7014729	12
tgn,7014175	tgn,7014664	13
tgn,7014175	tgn,7014631	16
tgn,7014175	tgn,7014629	6
tgn,7014175	tgn,7014620	6
tgn,7014175	tgn,7014538	4
tgn,7014175	tgn,7014487	30
tgn,7014175	tgn,7014456	12
tgn,7014175	tgn,7014444	25
tgn,7014175	tgn,7014406	28
tgn,7014175	tgn,7014404	37
tgn,7014175	tgn,7014345	24
tgn,7014175	tgn,7014299	6
tgn,7014175	tgn,7014278	5
tgn,7014175	tgn,7014231	109
tgn,7014175	tgn,7014197	28
tgn,7014175	tgn,7014175	361
tgn,7014060	tgn,7018995	26
tgn,7014060	tgn,7018023	312
tgn,7014060	tgn,7017751	3
tgn,7014060	tgn,7017750	24
tgn,7014060	tgn,7017708	195
tgn,7014060	tgn,7017649	15
tgn,7014060	tgn,7017544	34
tgn,7014060	tgn,7017498	5
tgn,7014060	tgn,7017496	60
tgn,7014060	tgn,7017444	35
tgn,7014060	tgn,7016154	105
tgn,7014060	tgn,7016129	12
tgn,7014060	tgn,7014729	6
tgn,7014060	tgn,7014664	6
tgn,7014060	tgn,7014631	25
tgn,7014060	tgn,7014629	4
tgn,7014060	tgn,7014620	5
tgn,7014060	tgn,7014538	21
tgn,7014060	tgn,7014487	8
tgn,7014060	tgn,7014456	3
tgn,7014060	tgn,7014444	20
tgn,7014060	tgn,7014406	116
tgn,7014060	tgn,7014404	73
tgn,7014060	tgn,7014299	14
tgn,7014060	tgn,7014278	13
tgn,7014060	tgn,7014231	57
tgn,7014060	tgn,7014197	14
tgn,7014060	tgn,7014175	11
tgn,7014060	tgn,7014060	595
tgn,7013988	tgn,7021610	11
tgn,7013988	tgn,7018995	37
tgn,7013988	tgn,7018023	66
tgn,7013988	tgn,7017751	16
tgn,7013988	tgn,7017750	40
tgn,7013988	tgn,7017708	168
tgn,7013988	tgn,7017649	30
tgn,7013988	tgn,7017544	2
tgn,7013988	tgn,7017498	5
tgn,7013988	tgn,7017496	31
tgn,7013988	tgn,7017444	31
tgn,7013988	tgn,7016154	146
tgn,7013988	tgn,7016129	46
tgn,7013988	tgn,7014729	7
tgn,7013988	tgn,7014664	18
tgn,7013988	tgn,7014631	18
tgn,7013988	tgn,7014629	28
tgn,7013988	tgn,7014620	21
tgn,7013988	tgn,7014538	16
tgn,7013988	tgn,7014487	46
tgn,7013988	tgn,7014456	22
tgn,7013988	tgn,7014444	72
tgn,7013988	tgn,7014406	141
tgn,7013988	tgn,7014404	31
tgn,7013988	tgn,7014345	4
tgn,7013988	tgn,7014299	24
tgn,7013988	tgn,7014278	16
tgn,7013988	tgn,7014231	130
tgn,7013988	tgn,7014197	22
tgn,7013988	tgn,7014175	11
tgn,7013988	tgn,7014060	21
tgn,7013988	tgn,7013988	414
tgn,7013981	tgn,7021610	22
tgn,7013981	tgn,7018995	26
tgn,7013981	tgn,7018023	46
tgn,7013981	tgn,7017751	2
tgn,7013981	tgn,7017750	74
tgn,7013981	tgn,7017708	109
tgn,7013981	tgn,7017649	26
tgn,7013981	tgn,7017544	2
tgn,7013981	tgn,7017498	52
tgn,7013981	tgn,7017496	79
tgn,7013981	tgn,7017444	71
tgn,7013981	tgn,7016154	75
tgn,7013981	tgn,7016129	25
tgn,7013981	tgn,7014729	227
tgn,7013981	tgn,7014664	111
tgn,7013981	tgn,7014631	88
tgn,7013981	tgn,7014629	64
tgn,7013981	tgn,7014620	73
tgn,7013981	tgn,7014538	208
tgn,7013981	tgn,7014487	77
tgn,7013981	tgn,7014456	7
tgn,7013981	tgn,7014444	53
tgn,7013981	tgn,7014406	69
tgn,7013981	tgn,7014404	1016
tgn,7013981	tgn,7014345	8
tgn,7013981	tgn,7014299	52
tgn,7013981	tgn,7014278	62
tgn,7013981	tgn,7014231	159
tgn,7013981	tgn,7014197	17
tgn,7013981	tgn,7014175	11
tgn,7013981	tgn,7014060	8
tgn,7013981	tgn,7013988	35
tgn,7013981	tgn,7013981	554
tgn,7013980	tgn,7021610	12
tgn,7013980	tgn,7018995	13
tgn,7013980	tgn,7018023	14
tgn,7013980	tgn,7017751	5
tgn,7013980	tgn,7017750	21
tgn,7013980	tgn,7017708	21
tgn,7013980	tgn,7017649	21
tgn,7013980	tgn,7017544	3
tgn,7013980	tgn,7017498	231
tgn,7013980	tgn,7017496	107
tgn,7013980	tgn,7017444	58
tgn,7013980	tgn,7016154	14
tgn,7013980	tgn,7016129	6
tgn,7013980	tgn,7014729	13
tgn,7013980	tgn,7014664	11
tgn,7013980	tgn,7014631	27
tgn,7013980	tgn,7014620	4
tgn,7013980	tgn,7014538	8
tgn,7013980	tgn,7014487	234
tgn,7013980	tgn,7014456	2
tgn,7013980	tgn,7014444	32
tgn,7013980	tgn,7014406	25
tgn,7013980	tgn,7014404	174
tgn,7013980	tgn,7014299	2
tgn,7013980	tgn,7014278	15
tgn,7013980	tgn,7014231	28
tgn,7013980	tgn,7014197	6
tgn,7013980	tgn,7014175	8
tgn,7013980	tgn,7014060	1
tgn,7013980	tgn,7013988	6
tgn,7013980	tgn,7013981	23
tgn,7013980	tgn,7013980	229
tgn,7013972	tgn,7021610	692
tgn,7013972	tgn,7018995	50
tgn,7013972	tgn,7018023	86
tgn,7013972	tgn,7017750	111
tgn,7013972	tgn,7017708	38
tgn,7013972	tgn,7017649	39
tgn,7013972	tgn,7017544	2
tgn,7013972	tgn,7017498	47
tgn,7013972	tgn,7017496	31
tgn,7013972	tgn,7017444	398
tgn,7013972	tgn,7016154	59
tgn,7013972	tgn,7016129	13
tgn,7013972	tgn,7014729	4
tgn,7013972	tgn,7014664	21
tgn,7013972	tgn,7014631	54
tgn,7013972	tgn,7014629	5
tgn,7013972	tgn,7014620	21
tgn,7013972	tgn,7014538	6
tgn,7013972	tgn,7014487	153
tgn,7013972	tgn,7014456	9
tgn,7013972	tgn,7014444	58
tgn,7013972	tgn,7014406	119
tgn,7013972	tgn,7014404	46
tgn,7013972	tgn,7014345	8
tgn,7013972	tgn,7014299	1
tgn,7013972	tgn,7014278	19
tgn,7013972	tgn,7014231	106
tgn,7013972	tgn,7014197	7
tgn,7013972	tgn,7014175	17
tgn,7013972	tgn,7014060	2
tgn,7013972	tgn,7013988	11
tgn,7013972	tgn,7013981	38
tgn,7013972	tgn,7013980	28
tgn,7013972	tgn,7013972	502
tgn,7013964	tgn,7021610	184
tgn,7013964	tgn,7018995	571
tgn,7013964	tgn,7018023	1948
tgn,7013964	tgn,7017751	177
tgn,7013964	tgn,7017750	1152
tgn,7013964	tgn,7017708	1584
tgn,7013964	tgn,7017649	953
tgn,7013964	tgn,7017544	153
tgn,7013964	tgn,7017498	935
tgn,7013964	tgn,7017496	962
tgn,7013964	tgn,7017444	1119
tgn,7013964	tgn,7016154	1333
tgn,7013964	tgn,7016129	592
tgn,7013964	tgn,7014729	1059
tgn,7013964	tgn,7014664	1937
tgn,7013964	tgn,7014631	1147
tgn,7013964	tgn,7014629	1002
tgn,7013964	tgn,7014620	732
tgn,7013964	tgn,7014538	1212
tgn,7013964	tgn,7014487	1163
tgn,7013964	tgn,7014456	240
tgn,7013964	tgn,7014444	848
tgn,7013964	tgn,7014406	2142
tgn,7013964	tgn,7014404	6085
tgn,7013964	tgn,7014345	181
tgn,7013964	tgn,7014299	384
tgn,7013964	tgn,7014278	575
tgn,7013964	tgn,7014231	4022
tgn,7013964	tgn,7014197	674
tgn,7013964	tgn,7014175	315
tgn,7013964	tgn,7014060	469
tgn,7013964	tgn,7013988	760
tgn,7013964	tgn,7013981	1922
tgn,7013964	tgn,7013980	269
tgn,7013964	tgn,7013972	355
tgn,7013964	tgn,7013964	23188
tgn,7013962	tgn,7021610	798
tgn,7013962	tgn,7018995	1000
tgn,7013962	tgn,7018023	1814
tgn,7013962	tgn,7017751	180
tgn,7013962	tgn,7017750	881
tgn,7013962	tgn,7017708	1258
tgn,7013962	tgn,7017649	507
tgn,7013962	tgn,7017544	186
tgn,7013962	tgn,7017498	345
tgn,7013962	tgn,7017496	806
tgn,7013962	tgn,7017444	775
tgn,7013962	tgn,7016154	2252
tgn,7013962	tgn,7016129	407
tgn,7013962	tgn,7014729	156
tgn,7013962	tgn,7014664	669
tgn,7013962	tgn,7014631	900
tgn,7013962	tgn,7014629	262
tgn,7013962	tgn,7014620	479
tgn,7013962	tgn,7014538	328
tgn,7013962	tgn,7014487	1033
tgn,7013962	tgn,7014456	389
tgn,7013962	tgn,7014444	1524
tgn,7013962	tgn,7014406	3402
tgn,7013962	tgn,7014404	1372
tgn,7013962	tgn,7014345	131
tgn,7013962	tgn,7014299	131
tgn,7013962	tgn,7014278	345
tgn,7013962	tgn,7014231	2195
tgn,7013962	tgn,7014197	579
tgn,7013962	tgn,7014175	346
tgn,7013962	tgn,7014060	516
tgn,7013962	tgn,7013988	1222
tgn,7013962	tgn,7013981	391
tgn,7013962	tgn,7013980	144
tgn,7013962	tgn,7013972	642
tgn,7013962	tgn,7013964	12928
tgn,7013962	tgn,7013962	11978
tgn,7013952	tgn,7021610	16
tgn,7013952	tgn,7018995	27
tgn,7013952	tgn,7018023	49
tgn,7013952	tgn,7017751	1
tgn,7013952	tgn,7017750	18
tgn,7013952	tgn,7017708	21
tgn,7013952	tgn,7017649	13
tgn,7013952	tgn,7017544	4
tgn,7013952	tgn,7017498	19
tgn,7013952	tgn,7017496	16
tgn,7013952	tgn,7017444	60
tgn,7013952	tgn,7016154	41
tgn,7013952	tgn,7016129	16
tgn,7013952	tgn,7014729	4
tgn,7013952	tgn,7014664	23
tgn,7013952	tgn,7014631	45
tgn,7013952	tgn,7014629	13
tgn,7013952	tgn,7014620	14
tgn,7013952	tgn,7014538	11
tgn,7013952	tgn,7014487	70
tgn,7013952	tgn,7014456	14
tgn,7013952	tgn,7014444	27
tgn,7013952	tgn,7014406	63
tgn,7013952	tgn,7014404	60
tgn,7013952	tgn,7014345	13
tgn,7013952	tgn,7014299	8
tgn,7013952	tgn,7014278	13
tgn,7013952	tgn,7014231	79
tgn,7013952	tgn,7014197	10
tgn,7013952	tgn,7014175	4
tgn,7013952	tgn,7014060	18
tgn,7013952	tgn,7013988	29
tgn,7013952	tgn,7013981	13
tgn,7013952	tgn,7013980	12
tgn,7013952	tgn,7013972	25
tgn,7013952	tgn,7013964	387
tgn,7013952	tgn,7013962	327
tgn,7013952	tgn,7013952	57
tgn,7013949	tgn,7021610	14
tgn,7013949	tgn,7018995	7
tgn,7013949	tgn,7018023	14
tgn,7013949	tgn,7017750	20
tgn,7013949	tgn,7017708	2
tgn,7013949	tgn,7017649	13
tgn,7013949	tgn,7017498	55
tgn,7013949	tgn,7017496	5
tgn,7013949	tgn,7017444	31
tgn,7013949	tgn,7016154	9
tgn,7013949	tgn,7016129	2
tgn,7013949	tgn,7014729	62
tgn,7013949	tgn,7014664	7
tgn,7013949	tgn,7014631	90
tgn,7013949	tgn,7014629	7
tgn,7013949	tgn,7014620	10
tgn,7013949	tgn,7014538	6
tgn,7013949	tgn,7014487	37
tgn,7013949	tgn,7014456	3
tgn,7013949	tgn,7014444	14
tgn,7013949	tgn,7014406	28
tgn,7013949	tgn,7014404	98
tgn,7013949	tgn,7014345	20
tgn,7013949	tgn,7014299	3
tgn,7013949	tgn,7014278	23
tgn,7013949	tgn,7014231	70
tgn,7013949	tgn,7014197	134
tgn,7013949	tgn,7014175	1
tgn,7013949	tgn,7014060	2
tgn,7013949	tgn,7013981	33
tgn,7013949	tgn,7013980	17
tgn,7013949	tgn,7013972	19
tgn,7013949	tgn,7013964	343
tgn,7013949	tgn,7013962	107
tgn,7013949	tgn,7013952	11
tgn,7013949	tgn,7013949	165
tgn,7013943	tgn,7021610	9
tgn,7013943	tgn,7018995	99
tgn,7013943	tgn,7018023	341
tgn,7013943	tgn,7017751	38
tgn,7013943	tgn,7017750	124
tgn,7013943	tgn,7017708	299
tgn,7013943	tgn,7017649	102
tgn,7013943	tgn,7017544	44
tgn,7013943	tgn,7017498	65
tgn,7013943	tgn,7017496	100
tgn,7013943	tgn,7017444	82
tgn,7013943	tgn,7016154	149
tgn,7013943	tgn,7016129	236
